run,tick,insert,gravity,movement,behavior,reset,paint,total
0,0,0.0061,0.0258,0.0103,0.1787,0.0092,0.0488,0.2789
0,1,0.0031,0.0141,0.0073,0.1126,0.007,0.0441,0.1882
0,2,0.0026,0.0153,0.0083,0.1124,0.0078,0.0466,0.193
0,3,0.0028,0.0153,0.0083,0.1123,0.0105,0.0376,0.1868
0,4,0.0026,0.0139,0.0088,0.1161,0.0066,0.044,0.192
0,5,0.0025,0.0156,0.0093,0.1168,0.0066,0.0385,0.1893
0,6,0.0025,0.0139,0.0101,0.1165,0.0065,0.0377,0.1872
0,7,0.0026,0.014,0.0109,0.1165,0.0064,0.0383,0.1887
0,8,0.0024,0.014,0.0149,0.1146,0.0065,0.0366,0.189
0,9,0.0025,0.0139,0.0123,0.1146,0.0067,0.0381,0.1881
0,10,0.0027,0.014,0.0153,0.1147,0.0065,0.0383,0.1915
0,11,0.0035,0.0141,0.013,0.1149,0.0065,0.0365,0.1885
0,12,0.0027,0.0139,0.0132,0.1155,0.0064,0.0429,0.1946
0,13,0.0027,0.0155,0.0141,0.1213,0.0065,0.0422,0.2023
0,14,0.0025,0.014,0.014,0.1198,0.0065,0.0383,0.1951
0,15,0.0024,0.0228,0.0185,0.1196,0.0075,0.0401,0.2109
0,16,0.0025,0.0149,0.015,0.1188,0.007,0.0427,0.2009
0,17,0.0025,0.0196,0.0151,0.116,0.0066,0.0382,0.198
0,18,0.0027,0.0142,0.0153,0.1161,0.0065,0.0423,0.1971
0,19,0.0031,0.0158,0.02,0.1162,0.0065,0.0387,0.2003
0,20,0.0035,0.0149,0.0329,0.1301,0.007,0.0404,0.2288
0,21,0.0025,0.0175,0.0203,0.1243,0.0075,0.047,0.2191
0,22,0.0026,0.0163,0.0167,0.1205,0.0066,0.0372,0.1999
0,23,0.0025,0.0145,0.0221,0.1147,0.0064,0.041,0.2012
0,24,0.0025,0.0143,0.0169,0.114,0.0065,0.0358,0.19
0,25,0.0025,0.0142,0.0172,0.1142,0.0064,0.0374,0.1919
0,26,0.0027,0.0143,0.0176,0.1138,0.0064,0.0375,0.1923
0,27,0.0079,0.019,0.0188,0.1196,0.0093,0.0437,0.2183
0,28,0.0028,0.0263,0.0189,0.1147,0.0066,0.0432,0.2125
0,29,0.0026,0.0161,0.0185,0.1142,0.0064,0.0386,0.1964
0,30,0.0025,0.0145,0.0187,0.1141,0.0063,0.0415,0.1976
0,31,0.0025,0.0145,0.0186,0.1181,0.0063,0.0374,0.1974
0,32,0.0024,0.0209,0.0285,0.1183,0.0088,0.0396,0.2185
0,33,0.0024,0.016,0.0182,0.1154,0.0062,0.0374,0.1956
0,34,0.0026,0.0143,0.0186,0.1118,0.0061,0.0371,0.1905
0,35,0.0025,0.0143,0.0191,0.1125,0.0063,0.0411,0.1958
0,36,0.0036,0.0151,0.0194,0.1119,0.0067,0.0496,0.2063
0,37,0.0025,0.016,0.0201,0.116,0.0063,0.0414,0.2023
0,38,0.0024,0.0162,0.0203,0.1156,0.0063,0.0373,0.1981
0,39,0.0024,0.015,0.0204,0.1117,0.0062,0.0369,0.1926
0,40,0.0031,0.0231,0.0259,0.1161,0.0075,0.0373,0.213
0,41,0.0025,0.016,0.0212,0.1122,0.006,0.0442,0.2021
0,42,0.0025,0.0163,0.0212,0.116,0.0066,0.0372,0.1998
0,43,0.0024,0.0152,0.0213,0.1156,0.0069,0.0351,0.1965
0,44,0.003,0.0233,0.0301,0.1156,0.0075,0.038,0.2175
0,45,0.0024,0.0162,0.0221,0.1119,0.0062,0.037,0.1958
0,46,0.0024,0.0147,0.0225,0.1122,0.0068,0.0369,0.1955
0,47,0.0024,0.0147,0.023,0.1162,0.0062,0.0448,0.2073
0,48,0.0027,0.0172,0.0278,0.116,0.0068,0.0352,0.2057
0,49,0.0025,0.0148,0.0227,0.1164,0.0063,0.0351,0.1978
0,50,0.0029,0.0148,0.0268,0.1121,0.0063,0.0408,0.2037
0,51,0.0025,0.0165,0.0239,0.1124,0.0062,0.0365,0.198
0,52,0.0025,0.0156,0.0236,0.1136,0.0062,0.0377,0.1992
0,53,0.0024,0.0148,0.0237,0.1127,0.0063,0.0388,0.1987
0,54,0.0025,0.0149,0.0236,0.1548,0.0065,0.0372,0.2395
0,55,0.0026,0.0149,0.0238,0.1166,0.0063,0.0352,0.1994
0,56,0.0023,0.015,0.0239,0.1163,0.0074,0.0368,0.2017
0,57,0.0024,0.0188,0.0239,0.1123,0.0063,0.0356,0.1993
0,58,0.0026,0.0153,0.0244,0.1125,0.0066,0.046,0.2074
0,59,0.0027,0.0167,0.0247,0.113,0.0062,0.0417,0.205
0,60,0.0024,0.0152,0.0245,0.1168,0.0062,0.0364,0.2015
0,61,0.0024,0.0152,0.0243,0.1169,0.0063,0.0352,0.2003
0,62,0.0054,0.0251,0.031,0.1163,0.0073,0.0441,0.2292
0,63,0.0028,0.0175,0.0254,0.1128,0.006,0.0425,0.207
0,64,0.0025,0.0168,0.0249,0.1142,0.0063,0.0397,0.2044
0,65,0.0052,0.0151,0.025,0.1191,0.0062,0.0365,0.2071
0,66,0.0044,0.0151,0.0382,0.1229,0.012,0.0364,0.229
0,67,0.0025,0.017,0.0286,0.1139,0.0062,0.0449,0.2131
0,68,0.0025,0.0165,0.0252,0.1149,0.0069,0.0376,0.2036
0,69,0.0027,0.0212,0.0263,0.1198,0.007,0.0471,0.2241
0,70,0.0025,0.0159,0.0254,0.1191,0.0065,0.0422,0.2116
0,71,0.0025,0.0168,0.0255,0.1181,0.0063,0.0435,0.2127
0,72,0.0038,0.0378,0.031,0.1147,0.0064,0.0361,0.2298
0,73,0.0025,0.0151,0.0262,0.1144,0.0063,0.0369,0.2014
0,74,0.0025,0.0153,0.0253,0.1141,0.0067,0.0414,0.2053
0,75,0.0026,0.0153,0.0255,0.1181,0.0063,0.0366,0.2044
0,76,0.0026,0.0153,0.026,0.1177,0.0062,0.0365,0.2043
0,77,0.0024,0.0154,0.0303,0.1155,0.0062,0.0406,0.2104
0,78,0.0033,0.0154,0.0271,0.1145,0.0063,0.0366,0.2032
0,79,0.0025,0.0155,0.0291,0.1147,0.0062,0.0368,0.2048
0,80,0.0025,0.0159,0.0254,0.1191,0.0063,0.0413,0.2105
0,81,0.0024,0.0169,0.0269,0.1186,0.0105,0.0359,0.2112
0,82,0.0024,0.0154,0.029,0.1192,0.0063,0.0413,0.2136
0,83,0.0024,0.0168,0.0271,0.1146,0.0063,0.0408,0.208
0,84,0.0025,0.0171,0.0266,0.1149,0.0063,0.0352,0.2026
0,85,0.0025,0.0155,0.0288,0.1146,0.0106,0.0386,0.2106
0,86,0.0034,0.0156,0.0269,0.1189,0.0063,0.0365,0.2076
0,87,0.0024,0.0153,0.0269,0.1183,0.0062,0.0411,0.2102
0,88,0.0025,0.0205,0.0295,0.1153,0.0063,0.0409,0.215
0,89,0.0026,0.0171,0.0269,0.115,0.0063,0.037,0.2049
0,90,0.0038,0.0153,0.0271,0.1149,0.0062,0.0405,0.2078
0,91,0.0027,0.0154,0.0289,0.119,0.0063,0.0409,0.2132
0,92,0.0024,0.0174,0.0271,0.1192,0.0063,0.036,0.2084
0,93,0.003,0.0153,0.0315,0.1149,0.0062,0.0404,0.2113
0,94,0.0025,0.0225,0.032,0.1224,0.0074,0.0414,0.2282
0,95,0.0026,0.0174,0.0278,0.1153,0.0064,0.0405,0.21
0,96,0.0024,0.0168,0.0274,0.1193,0.0067,0.036,0.2086
0,97,0.0023,0.0182,0.0277,0.1198,0.0066,0.0366,0.2112
0,98,0.0024,0.0195,0.028,0.1153,0.0062,0.0365,0.2079
0,99,0.0024,0.0154,0.027,0.1154,0.0063,0.0364,0.2029
0,100,0.0029,0.0155,0.0268,0.1152,0.0133,0.0376,0.2113
0,101,0.0025,0.0171,0.0273,0.126,0.0066,0.037,0.2165
0,102,0.0024,0.0155,0.0286,0.1159,0.0063,0.0365,0.2052
0,103,0.0032,0.0153,0.0276,0.1159,0.0063,0.0368,0.2051
0,104,0.0031,0.0154,0.0271,0.1153,0.0063,0.0459,0.2131
0,105,0.0025,0.0169,0.0273,0.1198,0.007,0.0371,0.2106
0,106,0.004,0.0154,0.0413,0.1507,0.0074,0.0414,0.2602
0,107,0.0037,0.0184,0.0339,0.1179,0.0065,0.0425,0.2229
0,108,0.003,0.0171,0.0279,0.1198,0.0062,0.0354,0.2094
0,109,0.0025,0.0154,0.0276,0.1203,0.0063,0.0406,0.2127
0,110,0.0024,0.0168,0.0301,0.1207,0.0075,0.0369,0.2144
0,111,0.0025,0.0154,0.0279,0.1163,0.0063,0.0409,0.2093
0,112,0.0024,0.0172,0.0276,0.1172,0.0063,0.0374,0.2081
0,113,0.0024,0.0172,0.0355,0.1219,0.0068,0.0451,0.2289
0,114,0.0025,0.0168,0.0286,0.1217,0.0064,0.0366,0.2126
0,115,0.0025,0.0155,0.0315,0.1166,0.0063,0.0453,0.2177
0,116,0.0026,0.0167,0.028,0.1178,0.0064,0.0373,0.2088
0,117,0.0025,0.0154,0.0282,0.1174,0.0063,0.044,0.2138
0,118,0.0027,0.0171,0.0283,0.1203,0.0063,0.0368,0.2115
0,119,0.0049,0.0164,0.0279,0.1221,0.0064,0.0354,0.2131
0,120,0.0025,0.0156,0.0316,0.1184,0.0062,0.0412,0.2155
0,121,0.0025,0.0172,0.0274,0.1163,0.0063,0.0372,0.2069
0,122,0.0042,0.0153,0.0404,0.129,0.0078,0.0386,0.2353
0,123,0.0025,0.0235,0.0324,0.1194,0.0074,0.0419,0.2271
0,124,0.0025,0.0168,0.0312,0.1177,0.0063,0.0367,0.2112
0,125,0.0025,0.0153,0.0275,0.1172,0.0064,0.0429,0.2118
0,126,0.0024,0.0199,0.0284,0.118,0.0063,0.0442,0.2192
0,127,0.0026,0.015,0.0294,0.1218,0.0063,0.043,0.2181
0,128,0.0025,0.0171,0.028,0.1215,0.0066,0.0437,0.2194
0,129,0.0025,0.0166,0.0312,0.1183,0.0063,0.0372,0.2121
0,130,0.0025,0.0153,0.0274,0.1171,0.0062,0.0366,0.2051
0,131,0.0026,0.0153,0.0279,0.1217,0.0063,0.0409,0.2147
0,132,0.003,0.0153,0.0283,0.1209,0.0062,0.0367,0.2104
0,133,0.0024,0.0153,0.0277,0.1212,0.0062,0.0371,0.2099
0,134,0.0028,0.0155,0.0324,0.118,0.0062,0.0426,0.2175
0,135,0.0026,0.0201,0.0281,0.1183,0.0102,0.0401,0.2194
0,136,0.0025,0.0152,0.0297,0.1204,0.0063,0.0439,0.218
0,137,0.0026,0.0157,0.0286,0.1243,0.007,0.0358,0.214
0,138,0.0025,0.0165,0.0315,0.1258,0.0063,0.0362,0.2188
0,139,0.0024,0.0158,0.0328,0.119,0.007,0.0375,0.2145
0,140,0.0025,0.0157,0.0284,0.1206,0.0063,0.0374,0.2109
0,141,0.0034,0.0266,0.0287,0.1207,0.0064,0.0514,0.2372
0,142,0.0036,0.0175,0.0299,0.1252,0.0064,0.0443,0.2269
0,143,0.0026,0.0177,0.0294,0.1253,0.0064,0.0379,0.2193
0,144,0.004,0.0159,0.0292,0.1207,0.0064,0.0359,0.2121
0,145,0.0025,0.0158,0.0289,0.1206,0.0064,0.0432,0.2174
0,146,0.0025,0.0173,0.0292,0.1248,0.0063,0.0381,0.2182
0,147,0.0032,0.016,0.0297,0.1253,0.0064,0.0441,0.2247
0,148,0.0026,0.02,0.0304,0.1241,0.0069,0.0456,0.2296
0,149,0.0027,0.0166,0.0292,0.1207,0.0064,0.045,0.2206
0,150,0.0025,0.0174,0.0292,0.1207,0.0063,0.0406,0.2167
0,151,0.0024,0.0156,0.0285,0.1244,0.0063,0.0373,0.2145
0,152,0.0025,0.0156,0.0302,0.1307,0.0064,0.0419,0.2273
