run,tick,insert,gravity,movement,behavior,reset,paint,total
0,0,0.0018,0.9712,0.0924,1.4355,0.6035,0.2005,3.3049
0,1,0.0016,0.9391,0.0984,1.3983,0.5808,0.1959,3.2141
0,2,0.0017,0.9322,0.1056,1.3998,0.5883,0.1933,3.2209
0,3,0.0018,0.9409,0.1132,1.3899,0.5772,0.1953,3.2183
0,4,0.0016,0.9335,0.1205,1.3975,0.5771,0.1956,3.2258
0,5,0.0016,0.934,0.1306,1.4042,0.5768,0.1956,3.2428
0,6,0.0015,0.9302,0.1397,1.3986,0.5785,0.1958,3.2443
0,7,0.0016,0.9326,0.1505,1.4042,0.5844,0.1953,3.2686
0,8,0.0015,0.9389,0.161,1.4177,0.5768,0.1953,3.2912
0,9,0.0016,0.9298,0.1726,1.4101,0.5703,0.1957,3.2801
0,10,0.0016,0.9326,0.1875,1.4193,0.5828,0.1944,3.3182
0,11,0.0016,0.9387,0.1955,1.4115,0.579,0.1953,3.3216
0,12,0.0016,0.9402,0.2063,1.4268,0.5794,0.1929,3.3472
0,13,0.0016,0.9446,0.2196,1.4242,0.5756,0.1958,3.3614
0,14,0.0017,0.9343,0.228,1.4252,0.5766,0.1961,3.3619
0,15,0.0016,0.9304,0.2391,1.4285,0.5785,0.2172,3.3953
0,16,0.0018,0.9307,0.249,1.4323,0.5763,0.1926,3.3827
0,17,0.0017,0.9338,0.259,1.4371,0.5782,0.1928,3.4026
0,18,0.0016,0.9405,0.2655,1.4484,0.5839,0.1947,3.4346
0,19,0.0017,0.9352,0.2716,1.4561,0.5804,0.1955,3.4405
0,20,0.0017,0.9345,0.2791,1.4473,0.5789,0.1954,3.4369
0,21,0.0015,0.9349,0.286,1.4495,0.581,0.1955,3.4484
0,22,0.0016,0.9325,0.2932,1.4539,0.5772,0.1939,3.4523
0,23,0.0017,0.9382,0.3026,1.4563,0.587,0.1953,3.4811
0,24,0.0015,0.9361,0.3098,1.47,0.5767,0.1926,3.4867
0,25,0.0016,0.9409,0.3095,1.4618,0.5767,0.1952,3.4857
0,26,0.0016,0.939,0.3183,1.4674,0.5771,0.1953,3.4987
0,27,0.0016,0.9322,0.3191,1.4643,0.5813,0.1926,3.4911
0,28,0.0018,0.9397,0.3282,1.4719,0.5804,0.1956,3.5176
0,29,0.0016,0.9414,0.329,1.4822,0.578,0.1957,3.5279
0,30,0.0016,0.935,0.3368,1.48,0.5797,0.1955,3.5286
0,31,0.0016,0.9359,0.3409,1.4782,0.5791,0.1958,3.5315
0,32,0.0015,0.9333,0.3436,1.4796,0.58,0.1954,3.5334
0,33,0.0017,0.9365,0.3467,1.4844,0.5832,0.1943,3.5468
0,34,0.0016,0.9453,0.35,1.4872,0.5793,0.1954,3.5588
0,35,0.0017,0.9324,0.3562,1.4921,0.5769,0.1951,3.5544
0,36,0.0016,0.9411,0.3651,1.4902,0.5772,0.1956,3.5708
0,37,0.0016,0.9389,0.3688,1.4919,0.5797,0.1955,3.5764
0,38,0.0016,0.9372,0.3724,1.4958,0.5801,0.1925,3.5796
0,39,0.0016,0.9361,0.3812,1.4981,0.5771,0.1954,3.5895
0,40,0.0015,0.9674,0.4287,1.7395,0.6109,0.1957,3.9437
0,41,0.0017,0.9329,0.39,1.503,0.5764,0.1952,3.5992
0,42,0.0016,0.9352,0.397,1.5076,0.5765,0.1954,3.6133
0,43,0.0017,0.9333,0.3952,1.5034,0.5766,0.1955,3.6057
0,44,0.0017,0.9382,0.4012,1.5073,0.579,0.1955,3.6229
0,45,0.0018,0.9327,0.4072,1.5261,0.5817,0.1958,3.6453
0,46,0.0015,0.9358,0.4054,1.5126,0.5808,0.1952,3.6313
0,47,0.0015,0.933,0.4125,1.514,0.5766,0.1956,3.6332
0,48,0.0017,0.9406,0.4177,1.5195,0.5764,0.1954,3.6513
0,49,0.0016,0.9361,0.4141,1.519,0.5814,0.1956,3.6478
0,50,0.0016,0.9497,0.423,1.5216,0.5762,0.1927,3.6648
0,51,0.0017,0.9401,0.432,1.5217,0.5817,0.1956,3.6728
0,52,0.0016,0.9353,0.4329,1.5264,0.5784,0.1923,3.6669
0,53,0.0017,0.9365,0.4371,1.5313,0.5772,0.1956,3.6794
0,54,0.0015,0.9351,0.4413,1.5301,0.5819,0.1973,3.6872
0,55,0.0016,0.9397,0.4451,1.5338,0.5797,0.1971,3.697
0,56,0.0016,0.9366,0.4515,1.5351,0.5769,0.1953,3.697
0,57,0.0017,0.9331,0.4482,1.535,0.5767,0.1993,3.694
0,58,0.0016,0.934,0.4555,1.539,0.5761,0.1953,3.7015
0,59,0.0017,0.9421,0.4595,1.54,0.579,0.1954,3.7177
0,60,0.0016,0.9611,0.4727,1.5463,0.5765,0.196,3.7542
0,61,0.0017,0.9411,0.4751,1.5432,0.5789,0.1953,3.7353
0,62,0.0016,0.9449,0.4756,1.5494,0.5765,0.1956,3.7436
0,63,0.0017,0.9428,0.4808,1.5516,0.579,0.1928,3.7487
0,64,0.0017,0.9338,0.485,1.5566,0.5823,0.1957,3.7551
0,65,0.0017,0.9449,0.4869,1.5632,0.5774,0.1953,3.7694
0,66,0.0017,0.9406,0.4852,1.558,0.5771,0.1956,3.7582
0,67,0.0016,0.9443,0.4902,1.5545,0.5807,0.1953,3.7666
0,68,0.0016,0.9436,0.4937,1.5593,0.5802,0.195,3.7734
0,69,0.0016,0.9349,0.4949,1.561,0.5772,0.1972,3.7668
0,70,0.0017,0.9449,0.5075,1.5737,0.5793,0.1954,3.8025
0,71,0.0015,0.9359,0.5072,1.5674,0.5778,0.1953,3.7851
0,72,0.0017,0.9359,0.5069,1.5727,0.5819,0.1935,3.7926
0,73,0.0017,0.9361,0.5052,1.5698,0.5786,0.1934,3.7848
