run,tick,insert,gravity,movement,behavior,reset,paint,total
0,0,0.0129,0.1726,0.2127,1.3867,0.0528,0.3355,2.1732
0,1,0.0041,0.1706,0.2158,1.4326,0.0526,0.3326,2.2083
0,2,0.0042,0.1717,0.2221,1.4373,0.0527,0.3344,2.2224
0,3,0.0064,0.1739,0.2391,1.4315,0.0526,0.332,2.2355
0,4,0.0041,0.1721,0.2385,1.4297,0.0524,0.3355,2.2323
0,5,0.0045,0.1716,0.2498,1.4402,0.0525,0.3313,2.2499
0,6,0.0048,0.1747,0.2679,1.4514,0.0455,0.3313,2.2756
0,7,0.0046,0.1755,0.2779,1.4506,0.0453,0.3316,2.2855
0,8,0.0044,0.172,0.2947,1.4747,0.0459,0.3332,2.3249
0,9,0.004,0.1727,0.312,1.4682,0.0453,0.3313,2.3335
0,10,0.004,0.1723,0.3319,1.4766,0.0446,0.3323,2.3617
0,11,0.0043,0.1726,0.3523,1.4837,0.0527,0.3348,2.4004
0,12,0.0043,0.1725,0.3816,1.5081,0.0528,0.3314,2.4507
0,13,0.0064,0.173,0.3925,1.5112,0.0525,0.3315,2.4671
0,14,0.0056,0.1731,0.4128,1.5354,0.0521,0.3322,2.5112
0,15,0.0041,0.1736,0.4307,1.5401,0.0456,0.3318,2.5259
0,16,0.004,0.174,0.4498,1.563,0.0478,0.3338,2.5724
0,17,0.0042,0.1749,0.4735,1.5775,0.0537,0.3316,2.6154
0,18,0.0045,0.1776,0.4794,1.5784,0.0524,0.3311,2.6234
0,19,0.0045,0.1773,0.4925,1.6071,0.0449,0.3313,2.6576
0,20,0.0044,0.1753,0.5042,1.6161,0.0525,0.3321,2.6846
0,21,0.0042,0.1768,0.52,1.6403,0.0451,0.3316,2.718
0,22,0.0041,0.1769,0.523,1.6545,0.0451,0.3325,2.7361
0,23,0.0041,0.177,0.5333,1.6798,0.0527,0.3351,2.782
0,24,0.0039,0.1785,0.5414,1.6884,0.0526,0.3314,2.7962
0,25,0.0042,0.1782,0.5503,1.7159,0.0529,0.3314,2.8329
0,26,0.004,0.179,0.548,1.725,0.0447,0.3346,2.8353
0,27,0.0088,0.188,0.557,1.7478,0.055,0.3316,2.8882
0,28,0.0039,0.1803,0.5634,1.7526,0.0528,0.3317,2.8847
0,29,0.004,0.181,0.563,1.7594,0.0452,0.3349,2.8875
