run,tick,insert,gravity,movement,behavior,reset,paint,total
0,0,0.0119,8.7175,0.6161,8.4863,4.3523,1.3178,23.5019
0,1,0.0112,9.6475,0.7344,8.3729,4.4426,1.3349,24.5435
0,2,0.011,9.4386,0.7015,8.3699,4.2464,1.3853,24.1527
0,3,0.0117,8.9828,0.7513,8.2008,4.3086,1.2984,23.5536
0,4,0.0155,8.7833,0.9578,8.2511,4.2966,1.3405,23.6448
0,5,0.0111,8.7878,0.8491,8.315,4.3244,1.276,23.5634
0,6,0.0106,8.9369,0.909,8.2549,4.2484,1.3442,23.704
0,7,0.0116,8.8387,0.9608,8.3811,4.2944,1.2865,23.7731
0,8,0.011,8.8098,1.0381,8.3052,4.2691,1.2795,23.7127
0,9,0.0116,8.717,1.0988,8.5521,4.2722,1.4474,24.0991
0,10,0.0122,8.7591,1.1535,8.5214,4.2718,1.2822,24.0002
0,11,0.0116,8.9045,1.2417,8.4414,4.3471,1.2892,24.2355
0,12,0.0106,8.8173,1.3109,9.426,4.2393,1.2688,25.0729
0,13,0.0107,8.6463,1.3517,8.3308,4.2476,1.2819,23.869
0,14,0.0111,8.81,1.4542,8.8601,4.2338,1.2782,24.6474
0,15,0.0094,8.8111,1.4969,8.4828,4.4703,2.2108,25.4813
0,16,0.0161,9.3727,1.5575,8.7025,4.5628,1.2686,25.4802
0,17,0.0111,8.68,1.6389,8.4779,4.242,1.3182,24.3681
0,18,0.0116,8.6773,1.8585,8.4541,4.3679,1.2909,24.6603
0,19,0.0111,8.8308,1.7145,8.5608,4.3989,1.2889,24.805
0,20,0.0113,8.8139,1.7707,8.5989,4.4325,1.2839,24.9112
0,21,0.0106,8.8346,1.8142,8.6099,4.2567,1.2848,24.8108
0,22,0.0365,9.1476,1.9372,8.5142,4.2433,1.2936,25.1724
0,23,0.0089,8.5222,1.881,8.4604,4.2364,1.2637,24.3726
0,24,0.0122,8.8044,1.9669,8.66,4.3274,1.3052,25.0761
0,25,0.0105,8.9107,2.0647,8.7875,4.4647,1.4194,25.6575
0,26,0.0106,8.7938,2.1367,8.7246,4.4405,1.3019,25.4081
0,27,0.0219,8.718,2.0631,8.7092,4.4369,1.303,25.2521
0,28,0.0116,8.7696,2.114,8.8468,4.488,1.3408,25.5708
