run,tick,insert,gravity,movement,behavior,reset,paint,total
0,0,0.0065,0.092,0.0307,0.4522,0.0246,0.1538,0.7598
0,1,0.0051,0.0653,0.0212,0.458,0.02,0.1708,0.7404
0,2,0.0034,0.0541,0.0229,0.4588,0.0202,0.1719,0.7313
0,3,0.0044,0.0591,0.0254,0.4558,0.0199,0.1633,0.7279
0,4,0.0051,0.0601,0.0282,0.4517,0.024,0.1691,0.7382
0,5,0.0044,0.0575,0.03,0.4507,0.0182,0.1346,0.6954
0,6,0.0047,0.051,0.0324,0.4561,0.02,0.1649,0.7291
0,7,0.0045,0.0632,0.0351,0.4521,0.02,0.1658,0.7407
0,8,0.0049,0.0609,0.0381,0.5781,0.0219,0.1472,0.8511
0,9,0.0051,0.0564,0.0444,0.4506,0.0204,0.1423,0.7192
0,10,0.005,0.0636,0.0433,0.4486,0.0197,0.1587,0.7389
0,11,0.004,0.061,0.0485,0.4416,0.0198,0.1399,0.7148
0,12,0.0049,0.0688,0.048,0.4381,0.0178,0.1321,0.7097
0,13,0.0035,0.0531,0.0517,0.4322,0.0196,0.1332,0.6933
0,14,0.0055,0.0504,0.0553,0.4326,0.0182,0.1357,0.6977
0,15,0.004,0.0463,0.0529,0.4302,0.0175,0.1329,0.6838
0,16,0.0046,0.0473,0.0559,0.4334,0.0187,0.1553,0.7152
0,17,0.0045,0.0562,0.0619,0.4267,0.0191,0.1579,0.7263
0,18,0.0044,0.0573,0.0601,0.4431,0.019,0.1498,0.7337
0,19,0.0038,0.0597,0.0659,0.4364,0.0177,0.1358,0.7193
0,20,0.0055,0.0789,0.0678,0.4564,0.0206,0.1397,0.7689
0,21,0.005,0.0531,0.0701,0.4598,0.0204,0.141,0.7494
0,22,0.0052,0.0535,0.0681,0.4597,0.02,0.1667,0.7732
0,23,0.0046,0.0651,0.0692,0.4522,0.0195,0.1589,0.7695
0,24,0.0046,0.0603,0.0734,0.4667,0.0205,0.1669,0.7924
0,25,0.0052,0.065,0.0733,0.463,0.0199,0.1604,0.7868
